0.0001072	-87.64	0	0	
0.0001445	55.89	0	0	
0.000115	-157.4	0	0	
0.0002237	23.53	0	0	
0.0001812	146.3	0	0	
0.0002064	-52.02	0	0	
0.000141	90.05	0	0	
0.0001255	-127.2	0	0	
9.693e-05	-0.2672	0	0	
0.0001734	138.4	0	0	
0.0001973	-132	0	0	
0.0001253	-8.609	0	0	
0.0002034	94.57	0	0	
0.0002236	-149.9	0	0	
0.0003115	-73.28	0	0	
0.0002938	35.33	0	0	
0.0003229	118.6	0	0	
0.0002375	-146.9	0	0	
0.000305	-74.75	0	0	
0.0002281	-1.949	0	0	
0.0002828	71.68	0	0	
0.000222	136.4	0	0	
0.0002093	-168.4	0	0	
0.0003349	-116.8	0	0	
0.0002236	-50.18	0	0	
0.000306	-22.6	0	0	
0.000304	17.84	0	0	
0.0003253	61.28	0	0	
0.0003562	84.71	0	0	
0.0003566	120.7	0	0	
0.0003626	147.5	0	0	
0.000476	177.5	0	0	
0.0003986	-159.1	0	0	
0.0004407	-136.6	0	0	
0.0004453	-118.4	0	0	
0.0004741	-100.1	0	0	
0.0004206	-84.3	0	0	
0.0004047	-72.69	0	0	
0.0004362	-70.89	0	0	
0.0003982	-53.7	0	0	
0.0003825	-49.88	0	0	
0.0003287	-50.8	0	0	
0.0003938	-55.88	0	0	
0.0003164	-50.3	0	0	
0.0003433	-51.84	0	0	
0.0002756	-56.35	0	0	
0.0002118	-77.48	0	0	
0.0002459	-80.97	0	0	
0.0002104	-100.7	0	0	
0.000265	-103	0	0	
0.0001764	-119	0	0	
0.0002111	-136.3	0	0	
0.0001277	-175.3	0	0	
0.0001878	146.4	0	0	
0.0002271	101.2	0	0	
0.000216	61.61	0	0	
0.0002954	15.49	0	0	
0.0002497	-35.32	0	0	
0.0002017	-112.2	0	0	
0.0002473	177.2	0	0	
0.0002203	88.3	0	0	
0.0002908	-2.46	0	0	
0.0002648	-80.68	0	0	
0.0002441	171.4	0	0	
0.0001956	58.51	0	0	
0.0002426	-75.77	0	0	
0.0002784	164.3	0	0	
0.0002628	43.23	0	0	
0.0001608	-116.8	0	0	
0.0002683	77.91	0	0	
0.0002358	-61.21	0	0	
0.0002143	101.2	0	0	
0.0002473	-52.71	0	0	
0.0002019	86.36	0	0	
0.0002615	-89.6	0	0	
0.0001527	34.06	0	0	
0.0002588	-169.8	0	0	
0.0001701	-38.26	0	0	
0.0002262	74.22	0	0	
0.0001944	-159.6	0	0	
0.0001895	-77.87	0	0	
0.0002023	36.62	0	0	
0.0001886	89.22	0	0	
0.0001688	-170.7	0	0	
0.0001999	-130.3	0	0	
0.0001531	-52.87	0	0	
0.0002026	-17.11	0	0	
0.0001449	18.88	0	0	
0.0001545	52.12	0	0	
0.0001571	64.12	0	0	
0.0001709	81.82	0	0	
0.00016	88.34	0	0	
0.0001226	95.09	0	0	
0.0001375	82.37	0	0	
0.0001515	44.49	0	0	
0.0001387	21.34	0	0	
0.0001318	11.04	0	0	
0.0001396	-37.32	0	0	
0.0001266	-95.91	0	0	
0.0001325	-137.8	0	0	
0.0001532	-172.6	0	0	
0.000198	127.1	0	0	
0.0001103	-86.63	0	0	
0.000121	77.03	0	0	
0.0001843	-156.7	0	0	
0.0001205	9.674	0	0	
0.0001975	137.5	0	0	
0.000179	-58.83	0	0	
0.0001557	60.37	0	0	
0.0001484	-144.7	0	0	
0.0002281	-54.94	0	0	
0.0001078	62.6	0	0	
0.0001852	-162.9	0	0	
0.0001805	-67.14	0	0	
0.0003148	27.72	0	0	
0.0002139	105.2	0	0	
0.0003328	-139.3	0	0	
0.0002628	-53.09	0	0	
0.0003267	32.28	0	0	
0.0003222	107.8	0	0	
0.0003111	177.4	0	0	
0.0002957	-113.2	0	0	
0.00026	-54.33	0	0	
0.000253	14.74	0	0	
0.0002778	53.8	0	0	
0.0002714	107.9	0	0	
0.0003488	147.3	0	0	
0.0003376	-177.9	0	0	
0.0003433	-131.7	0	0	
0.0003822	-116.8	0	0	
0.0003709	-83.12	0	0	
0.0004343	-55.03	0	0	
0.0004881	-25.67	0	0	
0.0004511	-10.74	0	0	
0.0005183	16.14	0	0	
0.0004953	34.85	0	0	
0.0005241	50.92	0	0	
0.0004675	63.42	0	0	
0.0004734	77.19	0	0	
0.0004813	81.25	0	0	
0.0004212	91.47	0	0	
0.0004577	95.16	0	0	
0.0004108	102.6	0	0	
0.0004326	104.2	0	0	
0.0003052	105.9	0	0	
0.0003405	98.96	0	0	
0.0003215	90.72	0	0	
0.0003011	87.09	0	0	
0.0003073	86.59	0	0	
0.000187	73.12	0	0	
0.0002384	57.44	0	0	
0.0001991	37.63	0	0	
0.0002451	18.67	0	0	
0.000165	-1.567	0	0	
0.0002462	-35.55	0	0	
0.0002574	-75.08	0	0	
0.000228	-111.9	0	0	
0.0002814	-168.5	0	0	
0.0003001	154.7	0	0	
0.0002356	89.8	0	0	
0.0002638	10.67	0	0	
0.0002816	-62.32	0	0	
0.0002693	-149.6	0	0	
0.00034	130.3	0	0	
0.0002806	35.65	0	0	
0.0002462	-71.63	0	0	
0.0002504	161	0	0	
0.0002875	36.88	0	0	
0.000286	-85.69	0	0	
0.000266	145.3	0	0	
0.0001636	-26.42	0	0	
0.000321	175.7	0	0	
0.000234	37.7	0	0	
0.0002605	178.6	0	0	
0.0002695	27.26	0	0	
0.000203	158.6	0	0	
0.0002714	-19.1	0	0	
0.0001722	101.1	0	0	
0.0002615	-111.7	0	0	
0.000186	8.805	0	0	
0.0002212	114.2	0	0	
0.0002068	-123.4	0	0	
0.0002119	-54.71	0	0	
0.0001927	61.66	0	0	
0.0002147	109.5	0	0	
0.0001447	-160.4	0	0	
0.000199	-123.5	0	0	
0.0001585	-76.25	0	0	
0.0001882	-36.57	0	0	
0.0001579	-3.494	0	0	
0.0001735	23.76	0	0	
0.0001383	21.48	0	0	
0.0001173	32.06	0	0	
0.0001684	27.04	0	0	
0.0001602	8.808	0	0	
0.0001394	7.781	0	0	
0.0001487	-18.2	0	0	
0.0001548	-72.61	0	0	
0.0001205	-105.5	0	0	
0.0001509	-121.6	0	0	
0.0001634	-171.8	0	0	
0.0001255	108.3	0	0	
0.0001784	-31.47	0	0	
0.0001355	149.8	0	0	
0.0001555	-58	0	0	
0.0001559	64.23	0	0	
0.0001865	-145.6	0	0	
0.000169	-25.09	0	0	
0.0002111	122.3	0	0	
0.0001514	-86.05	0	0	
0.000229	31.07	0	0	
0.0001696	122.8	0	0	
0.0001659	-89.68	0	0	
0.0002096	13.77	0	0	
0.000206	111	0	0	
0.0002521	-165.9	0	0	
0.0001923	-57.58	0	0	
0.0003216	36.71	0	0	
0.000329	129.6	0	0	
0.0003853	-155.5	0	0	
0.0003672	-85.18	0	0	
0.0003463	-9.479	0	0	
0.0003005	41.04	0	0	
0.0003006	113.2	0	0	
0.0002817	175.1	0	0	
0.0002986	-151.4	0	0	
0.0003329	-88.2	0	0	
0.0003472	-59.94	0	0	
0.0003608	-23.29	0	0	
0.0003642	10.65	0	0	
0.0004609	34.94	0	0	
0.00037	66.01	0	0	
0.0004565	87.14	0	0	
0.0005524	112.2	0	0	
0.0005165	134.7	0	0	
0.0005352	150.9	0	0	
0.0006049	171.2	0	0	
0.000582	-168.5	0	0	
0.0005243	-164.3	0	0	
0.0005837	-147.4	0	0	
0.000557	-139.3	0	0	
0.0004924	-133.7	0	0	
0.0005278	-125.6	0	0	
0.0004392	-119.7	0	0	
0.0004493	-121.6	0	0	
0.0003756	-122.4	0	0	
0.0004059	-117.9	0	0	
0.0003269	-122.2	0	0	
0.0002818	-126.9	0	0	
